action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
192,97,0,0,272,86,142,0
0,287,0,0,282,78,140,0
0,0,122,323,277,85,138,0
126,0,0,307,272,77,151,15
0,132,92,121,273,69,149,9
111,370,0,0,268,82,168,24
0,0,442,0,263,74,166,18
153,0,0,102,258,66,164,12
0,0,210,147,274,58,162,6
0,0,0,370,269,50,181,21
15,7,352,0,264,42,179,15
359,0,0,0,274,40,183,9
310,77,0,0,284,32,181,3
135,291,0,0,297,24,179,0
475,0,0,0,307,16,177,0
0,130,0,1,317,8,175,0
205,195,0,85,312,15,173,1
0,0,482,11,322,7,171,0
0,0,205,99,317,0,183,11
368,33,57,0,312,0,183,7
0,36,421,0,318,0,181,1
403,0,0,0,313,8,187,0
50,75,0,335,315,0,185,0
72,0,0,347,317,0,183,0
481,0,0,0,319,0,181,0
0,158,68,0,321,0,179,0
391,0,0,0,316,7,184,0
426,53,0,0,318,0,182,0
23,13,277,15,320,0,180,0
0,489,0,0,322,0,178,0
0,411,0,0,317,7,176,0
0,107,0,254,312,14,174,0
365,46,0,0,307,21,172,15
96,363,0,0,308,13,170,9
0,273,142,0,324,5,168,3
48,298,12,57,319,15,181,0
255,0,0,148,314,7,179,0
0,207,76,189,323,0,177,0
217,75,0,187,318,7,182,7
204,0,269,0,319,0,180,1
479,0,20,0,322,0,178,0
53,425,0,0,324,0,176,0
468,0,0,0,326,0,174,0
0,439,0,0,328,0,172,0
454,41,0,0,323,7,170,0
0,0,43,362,332,0,168,0
0,450,0,0,327,0,173,7
0,0,337,24,322,6,171,1
0,45,0,438,317,0,183,14
0,11,248,33,312,0,181,8
0,0,392,0,307,11,191,14
0,0,158,218,302,3,189,8
0,0,492,0,297,0,201,16
0,0,338,0,292,0,199,10
298,79,0,23,287,0,209,4
257,0,0,0,293,0,207,0
256,7,114,0,295,0,205,0
0,0,0,398,297,0,203,0
246,0,0,64,292,0,201,7
149,0,0,270,300,0,199,1
355,0,0,1,303,0,197,0
0,12,33,19,305,0,195,0
0,130,353,0,300,7,200,7
0,105,158,22,295,6,204,1
0,0,268,166,290,8,210,8
0,0,403,0,285,0,213,7
229,126,0,0,280,0,219,1
0,347,0,33,283,0,217,0
94,0,0,30,278,7,215,7
0,3,364,0,286,0,213,1
0,16,0,418,281,3,219,0
0,0,429,0,276,7,217,7
254,0,0,85,271,0,228,1
362,0,114,0,274,0,226,0
292,19,0,0,276,0,224,0
228,0,99,0,278,0,222,0
0,112,295,0,280,0,220,0
0,0,348,0,0,0,0,0
251,116,59,7,0,0,348,0
0,393,107,0,154,0,346,0
210,120,0,62,149,7,351,0
0,0,0,361,151,0,349,0
149,243,0,0,146,0,347,7
0,0,0,446,154,0,345,1
0,199,0,289,149,0,343,8
0,172,0,243,144,13,341,15
16,256,9,95,139,13,339,17
0,324,0,0,147,5,337,11
328,0,0,0,142,18,335,5
325,46,47,0,157,10,333,0
441,55,0,0,167,2,331,0
0,223,0,0,171,0,329,0
286,0,0,169,166,7,327,0
0,324,0,166,175,0,325,0
119,54,0,134,170,7,323,7
192,0,213,65,178,0,321,1
0,45,0,321,181,0,319,0
24,285,0,71,176,7,317,7
110,0,332,0,184,0,315,1
202,1,0,153,187,0,313,0
0,0,67,280,189,0,311,0
0,260,0,31,184,0,316,7
49,309,0,0,179,6,314,7
256,58,121,23,187,0,312,1
0,0,312,143,190,0,310,0
300,0,0,0,185,0,315,7
0,0,432,0,186,0,313,1
429,0,0,18,181,0,319,0
213,106,0,21,183,0,317,0
245,173,66,0,185,0,315,0
125,0,0,373,187,0,313,0
216,163,0,91,189,0,311,0
0,0,0,227,191,0,309,0
430,0,0,0,186,0,307,7
0,188,0,257,194,0,305,1
206,115,39,0,189,8,303,8
0,0,409,38,197,0,301,2
0,389,31,13,192,0,308,9
66,180,0,0,187,4,310,7
386,0,111,0,191,0,308,1
0,0,182,276,194,0,306,0
0,430,0,0,189,0,311,7
147,66,11,224,184,6,309,1
0,398,0,0,193,0,307,0
207,200,0,0,188,7,305,0
29,60,11,97,197,0,303,0
0,0,252,239,199,0,301,0
0,0,355,0,194,0,306,7
0,0,34,257,189,0,310,1
0,196,290,0,184,0,316,8
0,0,157,250,179,5,319,2
0,415,28,0,174,0,326,9
0,0,337,66,169,4,328,3
16,162,0,281,164,0,336,10
23,0,163,238,162,0,334,4
0,106,352,0,168,0,332,0
209,0,67,196,163,7,337,0
55,180,0,201,165,0,335,0
212,0,0,132,167,0,333,0
0,202,138,0,169,0,331,0
41,76,0,294,164,7,336,0
0,0,465,0,166,0,334,0
429,0,15,0,161,0,339,0
0,275,29,59,163,0,337,0
443,35,0,0,158,7,342,7
0,50,0,354,159,0,340,1
193,61,153,0,154,8,338,8
0,498,0,0,162,0,336,2
0,472,0,0,157,9,334,0
0,134,0,356,152,16,332,0
0,0,171,31,147,23,330,15
39,0,87,341,142,15,334,15
268,223,0,0,152,7,332,9
0,0,235,0,167,0,330,3
0,241,0,116,162,0,338,0
0,143,0,231,157,7,336,7
0,135,59,278,152,13,334,14
0,0,0,495,147,13,340,16
0,0,449,0,142,5,338,15
0,483,0,0,137,0,354,9
0,425,0,58,132,13,352,3
0,279,0,107,127,23,350,18
0,358,0,0,122,18,348,15
0,0,116,236,117,28,346,9
0,30,0,68,112,20,365,24
387,0,0,0,107,12,363,18
202,35,50,162,123,4,361,12
104,0,51,227,135,0,359,6
0,0,181,318,143,0,357,0
138,58,255,6,138,0,362,7
0,0,120,279,139,0,360,1
0,0,442,0,134,0,366,8
359,131,0,0,129,0,369,2
13,398,0,46,133,0,367,0
228,81,0,19,135,0,365,0
0,18,0,378,137,0,363,0
0,15,219,0,132,7,361,7
479,0,0,0,0,0,0,0
246,137,5,19,479,0,0,0
41,76,39,317,500,0,0,0
0,0,406,0,500,0,0,0
280,0,0,0,495,0,5,0
32,0,426,0,497,0,3,0
0,435,0,41,499,0,1,0
71,189,0,211,494,6,0,6
233,232,0,0,500,0,0,0
0,125,22,316,500,0,0,0
105,82,255,49,495,5,5,5
0,0,0,373,497,0,3,0
30,458,0,0,492,0,1,7
55,0,0,384,499,0,0,1
0,0,480,0,500,0,0,0
0,0,249,234,495,0,5,0
0,0,272,14,490,0,10,7
0,0,0,249,485,0,14,7
61,186,0,107,480,0,12,8
0,0,289,0,488,0,10,2
99,0,0,266,483,0,17,0
77,225,174,0,485,0,15,0
191,0,6,107,487,0,13,0
0,0,309,0,489,0,11,0
0,114,53,155,484,0,16,0
30,0,228,0,479,7,21,7
182,0,153,0,480,0,19,1
253,0,0,180,483,0,17,0
414,0,0,0,485,0,15,0
180,6,0,168,487,0,13,0
99,56,0,279,489,0,11,0
385,0,0,0,491,0,9,0
144,0,316,0,493,0,7,0
0,484,0,0,495,0,5,0
110,370,0,0,490,7,3,0
0,0,472,0,499,0,1,0
297,0,149,0,494,0,6,0
0,0,247,196,496,0,4,0
79,56,130,0,491,0,9,7
64,0,371,0,492,0,7,1
98,228,52,24,495,0,5,0
0,0,0,350,497,0,3,0
477,0,0,0,492,0,1,7
0,0,0,450,499,0,0,1
0,272,216,0,494,0,0,6
0,335,0,0,489,11,11,0
38,0,449,0,484,7,9,0
490,0,0,0,493,0,7,0
152,0,217,0,495,0,5,0
0,2,0,351,497,0,3,0
344,0,32,1,492,2,1,7
196,0,200,0,499,0,0,1
186,142,0,0,500,0,0,0
0,209,0,236,500,0,0,0
78,291,0,0,495,5,0,5
146,5,282,0,500,0,0,0
264,0,0,0,500,0,0,0
219,69,0,0,500,0,0,0
0,0,182,202,500,0,0,0
1,152,208,49,495,0,5,5
0,325,154,16,491,6,9,6
431,0,0,0,486,7,14,7
0,62,370,40,487,0,12,1
496,0,0,0,482,8,18,8
318,0,137,0,482,0,16,2
0,107,0,307,486,0,14,0
0,0,470,0,481,7,12,7
97,0,335,27,476,0,23,1
0,0,28,354,479,0,21,0
352,0,10,0,474,0,26,7
0,0,148,339,475,0,24,1
260,0,234,0,470,0,30,8
244,1,83,65,470,0,28,2
0,329,70,0,474,0,26,0
0,0,297,0,469,7,31,0
415,0,0,2,464,0,36,0
0,442,0,0,466,0,34,0
0,141,29,223,461,7,32,0
55,22,0,267,456,14,44,14
74,141,263,19,451,6,42,8
0,0,200,6,458,0,40,2
0,458,0,0,453,0,47,6
237,0,7,196,448,7,45,0
0,74,201,48,457,0,43,0
0,0,301,117,452,7,48,7
0,483,0,0,447,0,52,7
242,0,77,128,442,7,50,1
165,155,0,144,452,0,48,0
0,0,240,237,454,0,46,0
20,0,256,0,449,0,51,7
121,84,178,0,450,0,49,1
219,0,119,0,453,0,47,0
462,22,0,0,455,0,45,0
191,260,0,0,457,0,43,0
74,0,108,271,459,0,41,0
0,6,49,430,461,0,39,0
226,0,250,0,456,6,44,7
0,0,437,0,457,0,42,1
407,29,0,0,452,0,48,0
0,213,0,251,454,0,46,0
308,0,3,14,0,0,0,0
342,0,105,22,308,0,3,14
93,266,0,0,491,0,1,8
0,262,0,0,498,0,0,2
0,238,102,0,493,7,0,0
120,0,114,48,488,12,12,0
117,0,266,115,486,4,10,0
67,0,0,428,492,0,8,0
0,208,163,0,494,0,6,0
51,0,138,78,489,7,11,0
24,0,324,0,491,0,9,0
0,0,0,490,493,0,7,0
0,0,171,222,488,0,5,7
0,225,0,210,483,0,16,14
213,0,22,0,478,0,14,8
0,0,417,0,486,0,12,2
457,0,22,0,481,0,19,0
0,247,0,0,483,0,17,0
304,0,116,0,478,7,15,0
0,420,0,56,487,0,13,0
0,0,381,82,482,7,11,7
199,176,0,124,477,0,22,14
173,0,240,0,472,0,20,8
0,157,231,0,480,0,18,2
176,93,0,133,475,9,25,0
0,365,0,35,476,1,23,0
467,0,0,0,471,8,21,8
14,100,80,0,479,0,19,2
103,93,0,61,483,0,17,0
151,0,119,0,485,0,15,0
264,0,210,0,487,0,13,0
333,0,0,22,489,0,11,0
0,0,428,0,491,0,9,0
474,0,0,0,486,0,14,0
446,0,38,0,488,0,12,0
56,414,0,0,490,0,10,0
0,202,253,0,492,0,8,0
0,496,0,0,487,7,13,0
0,0,0,398,482,7,11,0
0,251,186,0,477,0,9,14
0,44,244,136,472,13,20,8
169,0,143,41,467,13,26,10
267,0,0,193,467,5,24,4
94,294,27,69,478,0,22,0
296,66,0,0,480,0,20,0
0,401,0,0,482,0,18,0
0,162,79,183,477,7,16,0
0,160,0,123,472,14,28,14
67,0,0,337,467,6,26,8
268,138,0,0,474,0,24,2
0,0,141,71,478,0,22,0
390,0,0,29,473,0,27,7
163,0,278,0,474,0,25,1
361,0,0,0,477,0,23,0
51,0,0,344,479,0,21,0
0,3,149,234,481,0,19,0
99,72,7,302,476,3,24,7
45,251,37,0,477,0,22,1
390,0,0,0,480,0,20,0
24,0,408,65,482,0,18,0
108,0,72,318,484,0,16,0
0,49,365,0,486,0,14,0
0,0,484,0,481,7,19,0
0,0,449,0,476,0,24,0
226,158,0,1,471,0,29,0
33,0,181,265,473,0,27,0
0,0,439,0,475,0,25,0
0,484,0,0,470,0,30,0
44,81,0,42,465,7,28,0
0,0,0,499,474,0,26,0
0,251,36,194,469,0,24,7
0,0,226,91,464,13,35,14
138,68,134,0,459,5,33,8
0,0,0,325,467,0,31,2
148,180,21,114,462,0,29,9
75,381,0,0,470,0,27,3
0,0,0,412,475,0,25,0
0,139,209,104,470,0,23,7
0,309,0,0,465,13,34,14
58,204,0,180,460,5,32,8
0,499,0,0,468,0,30,2
426,1,0,14,463,9,28,0
0,495,0,0,473,1,26,0
0,0,0,486,468,8,24,0
0,241,51,132,463,0,22,15
131,207,153,0,458,13,33,22
46,0,80,131,453,5,31,16
67,40,0,299,461,0,29,10
0,0,0,465,469,0,27,4
0,0,371,0,464,0,25,11
243,245,0,0,459,0,36,5
0,20,8,335,466,0,34,0
0,0,210,197,461,7,39,7
0,432,0,0,456,0,43,7
0,441,0,0,451,7,41,1
43,119,331,0,446,15,39,0
160,237,0,0,456,7,37,0
121,200,165,0,465,0,35,0
14,393,0,11,467,0,33,0
0,0,435,0,469,0,31,0
481,0,0,0,0,0,0,0
284,0,0,83,481,0,0,0
230,0,0,164,500,0,0,0
0,0,0,492,500,0,0,0
0,64,409,0,495,0,0,5
189,156,0,146,490,10,10,0
0,493,0,1,490,2,8,0
0,0,485,0,485,9,6,1
0,365,0,0,480,1,19,0
146,0,6,265,475,8,17,0
0,0,385,3,485,0,15,0
29,71,0,0,480,0,20,3
36,64,68,0,482,0,18,0
229,147,0,0,484,0,16,0
481,0,5,0,486,0,14,0
0,0,106,300,488,0,12,0
290,0,0,0,483,0,17,7
204,0,0,266,484,0,15,1
0,87,406,0,487,0,13,0
0,0,0,493,482,7,18,0
0,0,393,106,477,0,16,7
185,49,18,65,472,0,27,14
0,153,170,31,467,0,25,8
152,241,0,0,462,13,36,15
148,160,0,86,457,5,34,9
61,0,0,242,465,0,32,3
0,289,0,0,470,0,30,0
30,267,53,43,465,7,28,0
0,0,327,0,474,0,26,0
33,346,55,0,469,0,31,0
53,205,0,158,471,0,29,0
272,0,112,0,473,0,27,0
0,229,0,264,475,0,25,0
40,159,282,0,470,7,23,7
12,0,392,3,478,0,21,1
0,21,0,445,481,0,19,0
0,0,201,0,476,7,17,7
432,61,0,0,471,0,28,1
0,0,416,0,474,0,26,0
0,0,0,472,469,0,31,0
0,273,126,25,464,0,29,7
485,0,0,8,459,13,40,14
124,0,371,0,454,5,38,8
328,0,13,135,462,0,36,2
0,0,0,386,466,0,34,0
15,0,189,145,461,0,32,7
144,334,0,0,469,0,30,1
100,3,162,60,472,0,28,0
0,6,287,43,474,0,26,0
391,0,0,0,469,6,31,7
169,134,0,0,470,0,29,1
0,0,326,87,473,0,27,0
0,0,0,499,468,0,32,7
467,0,0,0,463,0,30,7
0,0,377,0,471,0,28,1
42,21,337,38,466,0,34,0
0,393,0,59,468,0,32,0
295,125,55,0,463,7,30,7
0,0,90,194,471,0,28,1
29,145,0,199,466,0,34,8
0,0,348,117,466,0,32,2
183,0,0,316,461,0,39,9
117,0,361,1,460,0,37,3
32,257,207,0,465,0,35,0
190,100,0,202,467,0,33,0
0,82,0,298,469,0,31,0
279,211,0,0,464,7,29,7
401,0,35,0,472,0,27,1
448,0,0,0,475,0,25,0
0,303,0,0,477,0,23,0
0,323,157,0,472,7,21,0
461,0,0,0,467,14,33,0
0,266,0,0,463,6,31,0
54,131,274,0,458,13,29,0
269,185,0,0,468,5,27,0
58,0,308,0,475,0,25,0
278,0,0,191,477,0,23,0
0,0,193,56,479,0,21,0
467,0,0,0,474,0,26,7
33,15,446,0,475,0,24,1
157,62,129,38,478,0,22,0
0,0,338,75,480,0,20,0
0,251,0,0,475,0,25,7
116,0,36,346,470,6,23,1
0,368,0,0,479,0,21,0
240,119,0,0,474,7,19,0
0,225,176,0,483,0,17,0
0,130,99,160,478,7,22,0
0,204,104,0,473,7,27,7
0,0,399,38,468,6,31,1
0,91,0,384,463,0,37,8
0,0,0,473,458,5,35,7
0,487,0,0,453,0,33,14
107,304,0,0,448,13,31,8
0,281,81,0,464,5,29,2
0,0,0,431,459,14,41,0
441,0,0,0,454,6,39,1
443,0,0,43,463,0,37,0
0,0,61,267,465,0,35,0
0,0,200,208,460,0,40,7
18,0,249,35,0,0,0,0
0,296,158,15,18,0,249,35
0,0,0,395,13,211,405,44
23,261,0,0,8,203,403,38
0,0,181,219,3,195,401,32
0,179,238,26,0,187,399,26
0,389,0,24,0,179,397,20
375,0,0,110,0,171,395,14
0,0,462,0,0,163,393,8
0,462,0,0,0,155,391,2
0,342,0,127,0,147,389,0
0,0,0,415,0,139,387,0
66,0,209,140,0,131,385,0
0,0,354,85,0,123,383,0
5,391,0,83,0,115,385,4
0,0,0,475,5,112,383,5
208,253,0,0,0,104,381,15
0,0,56,444,16,96,379,9
0,0,174,168,11,88,398,24
0,365,0,48,6,80,396,18
0,106,180,0,1,93,394,33
0,134,30,198,0,85,392,27
363,0,85,0,0,89,402,33
0,13,0,383,0,81,400,27
37,0,157,65,0,81,398,29
384,0,0,0,8,73,396,23
0,0,315,154,24,65,394,17
0,226,0,23,19,57,413,32
0,25,0,372,14,49,411,26
0,100,365,0,9,62,409,41
0,0,179,130,4,54,407,35
0,0,428,0,0,46,425,49
331,0,19,59,0,38,423,43
0,0,473,0,12,30,421,37
0,34,55,229,7,22,440,31
0,0,42,223,2,35,459,46
8,400,0,45,0,27,457,40
0,478,0,0,0,19,455,34
114,0,0,294,0,19,453,28
0,323,22,0,16,11,451,22
178,270,0,0,11,24,470,16
287,0,157,0,6,16,468,10
90,206,0,171,22,8,466,4
153,0,246,32,36,0,464,0
0,0,257,72,38,0,462,0
0,376,0,0,33,0,467,7
319,76,0,0,28,6,465,1
0,246,12,212,37,0,463,0
27,34,203,0,32,7,468,7
0,97,27,272,33,0,466,1
361,84,0,0,28,8,472,8
244,0,85,0,28,0,470,2
200,277,0,0,32,0,468,0
168,0,0,331,34,0,466,0
0,124,214,0,36,0,464,0
88,0,404,0,31,7,469,0
0,475,0,0,33,0,467,0
337,20,0,0,28,7,465,0
207,91,50,48,37,0,463,0
0,389,107,0,39,0,461,0
214,0,47,29,34,7,466,0
0,20,175,59,36,0,464,0
0,364,0,43,31,7,469,7
280,0,78,0,26,6,467,7
0,0,64,436,34,0,465,1
113,167,0,138,29,0,471,8
0,273,28,0,29,0,469,2
156,0,0,313,24,9,476,0
400,0,24,0,25,1,474,0
0,173,302,0,28,0,472,0
104,0,151,91,23,7,477,0
0,287,0,155,25,0,475,0
0,145,68,70,20,7,473,7
124,108,0,233,15,13,484,14
32,140,251,0,10,5,482,8
351,0,0,9,18,0,480,2
0,291,0,0,22,0,478,0
0,0,0,401,17,7,476,0
0,0,79,162,12,0,474,14
2,0,0,434,7,0,485,21
458,0,0,0,2,0,483,15
0,86,370,0,10,0,481,9
0,196,0,64,5,13,492,3
260,0,0,0,0,10,490,5
156,0,215,79,10,2,488,0
0,157,2,88,14,0,486,0
435,0,0,0,9,7,486,7
0,0,0,394,15,0,484,1
0,445,0,0,10,0,482,8
0,154,210,0,5,13,480,2
464,0,0,0,0,22,495,0
1,381,0,0,0,14,493,0
487,13,0,0,1,8,491,0
201,0,86,28,11,0,489,0
76,0,263,0,13,0,487,0
0,416,22,0,15,0,485,0
15,0,163,303,10,7,490,0
138,0,0,200,12,0,488,0
327,0,0,71,14,0,486,0
0,0,94,206,16,0,484,0
192,0,0,0,0,0,0,0
0,109,39,182,192,0,0,0
260,0,224,0,187,109,39,182
137,176,0,98,186,101,37,176
219,0,109,0,202,93,35,170
0,0,183,298,218,85,33,164
202,196,0,0,213,77,52,179
0,39,14,291,208,69,50,173
0,239,72,1,203,82,62,188
371,83,0,0,198,74,60,182
0,248,0,0,200,66,58,176
0,0,384,0,195,79,56,170
0,0,413,45,190,71,75,164
246,110,0,0,185,63,94,179
0,13,36,331,180,55,92,173
280,173,29,0,175,60,111,188
10,0,299,38,170,52,109,182
152,124,138,0,173,44,107,176
40,0,0,409,189,36,105,170
118,120,77,137,205,28,103,164
0,0,467,0,221,20,101,158
0,0,0,451,216,12,120,152
0,0,0,444,211,4,118,167
453,0,0,0,206,0,116,178
0,27,34,301,214,0,114,172
286,0,40,0,209,13,125,179
32,0,137,305,204,5,123,173
0,254,0,0,212,0,121,167
9,0,133,339,207,13,119,161
0,282,115,0,211,5,129,167
0,0,437,7,206,6,133,161
230,0,0,0,201,0,144,162
0,0,447,49,202,0,142,156
211,0,160,0,197,0,153,163
0,452,0,0,192,0,151,157
0,0,0,493,187,13,149,151
0,164,67,234,182,5,147,166
192,268,0,0,177,18,163,178
0,34,121,37,172,10,161,172
0,0,304,0,167,8,165,172
0,0,0,349,162,0,172,166
0,141,164,0,157,0,170,173
0,159,0,139,152,13,181,167
0,0,329,0,147,13,179,169
308,19,0,0,142,5,190,163
0,0,0,382,155,0,188,157
0,0,0,246,150,0,186,164
0,405,75,0,145,0,184,171
294,0,0,73,140,13,195,165
0,452,0,0,143,5,193,159
0,0,168,322,138,18,191,153
67,0,278,0,133,10,210,168
0,180,0,0,128,2,208,162
0,29,462,0,123,15,206,156
0,0,468,0,118,28,225,150
250,0,0,139,113,20,223,144
188,0,146,104,129,12,221,138
0,277,100,102,145,4,219,132
37,92,5,232,140,17,234,143
126,91,176,0,135,9,232,137
40,0,0,434,138,1,230,131
222,87,8,0,147,0,228,125
23,0,0,316,155,0,226,119
67,0,356,0,163,0,224,113
0,121,131,0,171,0,222,107
308,0,0,0,166,13,233,101
373,52,21,48,169,5,231,95
0,75,17,154,182,0,229,89
0,51,324,0,177,13,240,96
0,0,0,400,172,5,238,90
176,0,288,0,167,0,236,97
7,152,0,110,175,0,234,91
0,0,0,370,177,6,232,91
0,0,83,408,172,0,230,98
0,126,75,139,167,0,241,105
0,173,0,249,162,0,239,99
20,17,94,180,157,13,237,106
0,0,0,180,160,5,235,100
0,447,41,0,155,0,233,112
0,97,46,154,150,13,244,106
135,184,3,0,145,13,250,108
427,0,0,0,145,5,248,102
264,181,0,0,158,0,246,96
294,0,88,0,166,0,244,90
402,0,0,0,174,0,242,84
63,369,0,56,182,0,240,78
35,49,105,122,190,0,238,72
0,226,0,103,198,0,236,66
0,174,298,15,193,13,234,73
69,42,199,138,188,13,240,75
0,0,351,67,188,5,238,69
8,6,0,365,183,0,254,81
0,0,0,425,178,0,252,75
65,0,317,0,173,0,250,77
62,325,0,0,181,0,248,71
102,169,0,163,189,0,246,65
23,107,3,165,197,0,244,59
0,0,335,0,205,0,242,53
58,0,130,184,200,0,253,47
0,0,432,0,208,0,251,41
0,0,0,320,0,0,0,0
0,0,34,361,0,0,0,320
0,450,30,12,0,0,34,500
0,161,154,0,0,0,32,494
58,0,0,147,0,0,30,488
0,14,441,0,0,0,28,482
0,0,349,33,0,0,26,476
0,0,55,203,0,0,30,476
41,0,0,410,0,0,30,472
0,420,69,0,6,0,28,466
232,0,184,0,1,13,39,460
0,6,0,468,4,5,37,454
0,0,298,168,0,6,35,465
470,0,0,0,0,0,41,467
265,0,48,0,0,0,39,461
0,448,0,0,8,0,37,455
0,334,28,6,3,13,35,449
0,275,0,0,0,24,52,449
0,293,0,56,0,16,50,443
0,282,0,67,0,15,48,444
0,0,0,339,0,16,46,447
0,0,279,0,0,8,44,448
309,0,0,127,0,0,58,442
0,287,0,0,8,0,56,436
0,0,0,468,3,13,54,430
0,0,0,322,0,5,52,443
195,0,0,25,0,0,50,450
424,23,29,0,8,0,48,444
0,0,310,128,16,0,46,438
0,298,0,0,11,0,57,445
0,0,0,437,6,0,55,439
0,0,438,0,1,0,53,446
248,168,0,40,0,0,60,440
0,0,190,239,8,0,58,434
117,0,0,357,3,0,69,441
210,138,142,0,0,0,67,435
197,90,26,68,6,0,65,429
379,0,0,0,14,0,63,423
0,0,188,262,22,0,61,417
0,0,395,32,17,0,72,424
237,0,0,187,12,0,70,418
0,0,318,156,20,0,68,412
166,291,0,0,15,0,79,419
0,234,172,0,10,0,77,413
0,499,0,0,5,13,88,407
25,304,0,0,0,13,86,401
234,31,0,127,16,5,84,395
87,125,0,212,29,0,82,389
306,148,0,32,37,0,80,383
0,1,331,156,45,0,78,377
0,41,41,343,40,1,89,384
223,0,0,208,35,0,87,378
0,0,0,449,43,0,85,372
172,0,10,167,38,0,83,379
95,0,339,58,46,0,81,373
85,0,0,335,54,0,79,367
87,382,0,0,62,0,77,361
0,4,71,408,70,0,75,355
0,206,0,171,65,4,86,362
179,75,0,222,60,0,84,356
0,279,167,0,68,0,82,350
0,428,0,0,63,13,93,344
248,42,0,194,58,13,91,338
318,5,0,47,74,5,89,332
5,0,414,14,87,0,87,326
0,0,277,33,87,0,93,328
80,0,173,239,82,0,96,327
152,41,0,0,85,0,94,321
94,49,214,137,93,0,92,315
0,292,0,0,101,0,90,309
0,0,131,350,96,13,88,303
0,0,0,452,91,5,107,318
0,0,359,0,86,0,105,312
0,0,51,192,81,0,113,306
414,45,0,4,76,0,124,313
30,0,0,385,71,0,122,307
0,0,217,207,79,0,120,301
37,33,222,30,74,0,131,308
358,0,137,0,69,0,129,302
468,0,0,0,77,0,127,296
401,62,0,0,85,0,125,290
140,0,225,0,93,0,123,284
403,0,0,0,101,0,121,278
306,0,0,0,109,0,119,272
0,0,99,33,117,0,117,266
0,374,0,7,112,0,128,273
0,48,0,415,107,0,126,267
0,357,0,0,102,13,124,274
456,0,0,0,97,13,122,268
0,15,0,135,113,5,120,262
0,457,0,0,108,15,118,274
72,0,190,186,103,13,116,268
0,0,0,485,119,5,114,262
0,0,465,0,114,0,112,274
0,0,421,0,109,0,123,268
144,214,32,0,104,0,134,262
0,0,28,56,112,0,132,256
0,446,0,0,107,0,143,263
151,0,0,0,102,0,141,257
21,0,346,99,110,0,139,251
0,401,0,0,0,0,0,0
316,0,17,63,0,401,0,0
0,0,40,442,107,393,0,0
430,41,0,0,102,385,13,13
0,26,348,0,105,377,11,7
0,0,0,293,100,390,30,1
72,392,0,0,95,382,28,0
0,0,472,0,100,374,26,0
397,0,0,0,95,366,39,0
262,199,0,0,105,358,37,0
489,0,2,4,115,350,35,0
0,70,19,12,125,342,33,0
0,10,330,26,120,349,46,12
35,0,6,275,115,341,44,6
59,0,431,0,125,333,42,0
238,219,0,0,135,325,40,0
0,0,0,431,145,317,38,0
0,0,0,498,140,309,36,15
0,175,0,178,135,301,34,30
0,0,0,167,130,314,32,45
0,0,218,225,125,306,30,39
305,0,0,85,120,298,49,54
60,0,333,0,115,290,47,48
0,74,57,284,131,282,45,42
0,307,0,0,126,295,64,57
0,131,136,102,121,287,62,51
0,383,0,21,116,279,60,45
0,460,0,0,111,292,58,60
0,267,0,222,106,284,56,54
0,337,0,0,101,297,54,69
397,0,0,0,96,289,52,63
0,188,0,114,112,281,50,57
60,57,3,209,107,294,48,72
0,155,278,67,102,286,46,66
0,251,44,33,97,299,65,81
0,0,0,331,92,291,63,75
59,145,196,0,87,283,61,69
386,0,0,0,103,275,59,63
0,0,154,237,119,267,57,57
167,65,166,0,114,259,76,72
0,0,185,217,109,251,74,66
0,347,0,52,104,243,93,81
0,0,340,101,99,235,91,75
126,106,54,41,94,227,110,90
0,37,199,0,89,219,108,84
167,0,109,0,84,232,127,78
58,135,0,0,79,224,125,72
0,0,482,0,95,216,123,66
111,185,0,0,90,208,142,60
204,0,0,0,106,200,140,54
484,0,0,0,122,192,138,48
157,0,122,47,138,184,136,42
0,451,0,36,154,176,134,36
387,0,47,43,149,189,132,51
66,0,363,46,144,181,130,45
0,54,0,276,160,173,128,39
0,266,33,55,155,186,126,54
312,0,0,0,150,178,124,48
247,138,0,9,166,170,122,42
0,0,422,47,182,162,120,36
0,138,0,347,177,154,139,51
399,59,0,0,172,146,137,45
0,22,316,143,188,138,135,39
0,0,0,463,183,151,154,54
3,0,32,114,178,143,152,48
248,133,0,0,173,135,150,42
197,79,161,0,189,127,148,36
79,0,194,0,205,119,146,30
302,0,76,0,221,111,144,24
90,102,0,205,237,103,142,18
51,322,0,0,253,95,140,12
0,255,0,95,269,87,138,6
0,0,422,0,264,100,136,21
109,179,123,0,259,92,134,15
60,0,0,357,275,84,132,9
0,239,88,0,291,76,130,3
27,384,19,0,286,86,146,0
270,174,0,0,281,78,144,0
0,0,246,151,288,70,142,0
98,312,42,0,283,62,155,15
0,487,0,0,284,54,153,9
164,0,0,271,279,67,151,3
0,0,0,390,292,59,149,0
0,0,158,228,287,51,147,15
0,0,219,271,282,43,166,30
0,438,0,0,277,35,164,24
363,0,0,51,272,48,162,18
26,0,27,406,288,40,160,12
0,0,435,53,304,32,158,6
0,428,0,0,299,24,177,21
236,0,0,58,294,16,175,15
0,0,469,0,310,8,173,9
263,57,0,118,305,0,192,3
